# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jun 26 12:15:36 2024
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
#
loc_rowid,kepid,koi_disposition,koi_period,koi_duration,koi_depth,koi_ror,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_steff,koi_srad,koi_smass
2679,7109851,FALSE POSITIVE,1.086486129,0.83830,6.6000e+01,0.007758,1.69,0.0211,86.48,2539.0,9816.28,5911.00,2.0000,1.0600
2680,11565544,CANDIDATE,3.765620310,1.28800,2.3260e+02,0.208191,19.39,0.0466,74.54,1084.0,326.20,5743.00,0.8530,0.9490
2681,7347246,CONFIRMED,86.116088500,6.05800,8.7520e+02,0.027076,3.11,0.4001,89.99,441.0,8.93,6161.00,1.0530,1.1500
2682,11403530,CONFIRMED,3.614603320,3.22700,4.3900e+01,0.006019,0.90,0.0461,89.83,1397.0,900.38,5799.00,1.3750,0.9990
2683,5088536,CONFIRMED,8.457448920,3.28930,7.7400e+01,0.008247,1.02,0.0799,88.36,982.0,220.05,5903.00,1.1370,0.9500
2684,12072872,CANDIDATE,2.462888340,1.72400,4.7400e+01,0.006346,0.67,0.0338,88.62,1391.0,883.43,5893.00,0.9670,0.8480
2685,6609270,CONFIRMED,3.822233970,1.92400,3.6270e+02,0.018736,1.05,0.0385,86.19,601.0,30.84,3729.00,0.5140,0.5200
2686,12406807,CONFIRMED,17.067644000,6.02600,2.6240e+02,0.014940,1.62,0.1321,89.72,769.0,82.56,6347.00,0.9960,1.0530
2687,8046689,FALSE POSITIVE,5.785427020,2.27100,2.5620e+02,0.014818,1.91,0.0670,89.52,1212.0,510.79,6555.00,1.1780,1.2000
2688,5096590,CONFIRMED,29.609905500,7.43300,1.2010e+02,0.014184,1.74,0.1861,82.54,629.0,37.12,5812.00,1.1220,0.9770
2689,9650989,CONFIRMED,3.423908090,1.77300,1.5310e+02,0.011291,1.25,0.0451,89.16,1212.0,508.75,5788.00,1.0150,1.0380
2690,6289257,CONFIRMED,5.211045970,3.34470,1.0270e+02,0.010461,1.18,0.0594,83.02,1107.0,354.82,6023.00,1.0310,1.0270
2691,6291837,CONFIRMED,35.596968400,6.69100,6.8450e+02,0.028165,3.72,0.2178,87.51,646.0,41.06,6212.00,1.2090,1.0820
2692,7024222,FALSE POSITIVE,1.633107509,1.49100,6.0800e+01,0.007042,0.53,0.0238,87.47,1083.0,324.97,4579.00,0.6840,0.6720
2693,7024511,FALSE POSITIVE,66.154495800,6.94500,1.9720e+03,0.047429,3.33,0.2759,88.81,315.0,2.33,4679.00,0.6430,0.6380
2694,7050989,CONFIRMED,11.578909260,2.72070,2.4340e+02,0.014458,2.06,0.1062,89.33,951.0,193.48,6156.00,1.3030,1.1930
2695,7175184,CONFIRMED,10.104631420,2.36900,1.1460e+02,0.010177,1.59,0.0937,88.79,1046.0,283.38,6070.00,1.4310,1.0720
2696,8494142,CONFIRMED,42.882479510,9.74710,4.0890e+02,0.018777,3.61,0.2578,89.29,709.0,59.60,6143.00,1.7630,1.2400
2697,11554435,CONFIRMED,9.434141710,2.81120,3.9770e+03,0.059248,5.73,0.0858,88.68,791.0,92.39,5578.00,0.8860,0.9430
2698,8494142,CONFIRMED,22.950622780,4.48140,1.2980e+02,0.011297,2.17,0.1699,88.39,873.0,137.23,6143.00,1.7630,1.2400
2699,5652983,FALSE POSITIVE,498.391282000,6.13500,1.5900e+03,0.050530,17.14,1.3893,89.79,339.0,3.11,5134.00,3.1070,1.4380
2700,6471021,CONFIRMED,125.629147900,9.10800,7.8416e+03,0.082594,10.02,0.4865,89.74,388.0,5.35,5819.00,1.1110,0.9720
2701,7906671,FALSE POSITIVE,45.117852600,3.73700,3.8920e+02,0.024530,2.78,0.2358,88.18,517.0,16.87,5585.00,1.0380,0.8600
2702,8709688,CONFIRMED,4.179390370,2.64700,1.7280e+02,0.012013,1.52,0.0504,88.44,1194.0,478.98,5633.00,1.1620,0.9730
2703,8241079,CANDIDATE,10.919265300,4.57200,9.1100e+01,0.008821,1.90,0.1033,88.50,1107.0,355.29,5745.00,1.9720,1.2340
2704,3348285,FALSE POSITIVE,0.803835923,1.39700,5.2600e+01,0.006814,0.78,0.0175,83.62,2129.0,4863.18,6242.00,1.0470,1.1040
2705,11618601,CONFIRMED,2.762637370,1.82100,1.8500e+02,0.012679,1.25,0.0385,87.48,1231.0,544.05,5772.00,0.9010,0.9990
2706,7582689,CONFIRMED,11.921603500,5.00900,4.3200e+01,0.007395,0.87,0.1049,82.51,851.0,123.89,6006.00,1.0820,1.0810
2707,7582689,CONFIRMED,6.802579470,4.60800,3.2700e+01,0.006153,0.73,0.0721,80.51,1026.0,262.26,6006.00,1.0820,1.0810
2708,7582689,CONFIRMED,8.703121540,4.80700,3.2000e+01,0.006066,0.72,0.0850,82.35,945.0,188.70,6006.00,1.0820,1.0810
2709,9959589,FALSE POSITIVE,1.332557603,6.04300,2.2530e+02,0.188288,19.88,0.0241,15.73,1703.0,1983.27,6091.00,0.9670,1.0450
2710,9025922,FALSE POSITIVE,11.320295990,4.58660,4.3035e+03,0.073488,8.02,0.0989,85.08,811.0,102.12,5780.00,1.0000,1.0000
2711,6196457,CONFIRMED,26.723169000,8.50100,1.9500e+02,0.012689,2.31,0.1829,89.92,781.0,88.10,5862.00,1.6700,1.1420
2712,7050989,CONFIRMED,16.399264610,3.41080,2.2080e+02,0.013613,1.94,0.1340,89.82,847.0,121.53,6156.00,1.3030,1.1930
2713,7419318,CONFIRMED,18.735771270,3.03560,5.6720e+02,0.024162,2.10,0.1289,88.55,568.0,24.66,5188.00,0.7950,0.8140
2714,7419318,CONFIRMED,8.436398290,3.24510,3.4550e+02,0.017275,1.50,0.0757,88.33,742.0,71.51,5188.00,0.7950,0.8140
2715,7603200,CONFIRMED,13.781094710,2.31880,7.5600e+02,0.025926,1.42,0.0896,89.21,402.0,6.17,3846.00,0.5030,0.5050
2716,7603200,CONFIRMED,23.089022410,1.70120,5.9830e+02,0.022578,1.24,0.1264,89.82,338.0,3.10,3846.00,0.5030,0.5050
2717,10905239,CONFIRMED,6.029772410,3.96100,5.4600e+01,0.006767,1.18,0.0665,88.00,1204.0,496.46,5576.00,1.5930,1.0740
2718,7364176,CONFIRMED,135.187993400,8.81910,6.6340e+02,0.023453,2.32,0.4878,89.99,345.0,3.33,5731.00,0.9060,0.8460
2719,8686097,CONFIRMED,172.704608300,11.34700,6.5910e+02,0.023415,2.85,0.5886,90.00,355.0,3.77,5851.00,1.1160,0.9100
2720,12356617,CONFIRMED,988.881117700,5.95040,5.0600e+03,0.063925,10.81,2.0091,89.95,223.0,0.58,5755.00,1.5490,1.1050
2721,12643589,FALSE POSITIVE,44.145990420,3.40150,4.4678e+03,0.965649,121.48,0.2577,87.78,624.0,35.87,6692.00,1.1520,1.1760
2722,12643589,FALSE POSITIVE,1.411627439,1.08140,5.1520e+02,0.023742,2.99,0.0260,81.41,1966.0,3523.63,6692.00,1.1520,1.1760
2723,3323887,CONFIRMED,19.270825843,4.12810,6.6605e+03,0.074186,7.74,0.1423,89.74,661.0,45.05,5779.00,0.9560,1.0340
2724,11618601,CONFIRMED,5.053689850,2.51400,1.7150e+02,0.012312,1.21,0.0576,87.71,1007.0,243.06,5772.00,0.9010,0.9990
2725,7732285,FALSE POSITIVE,4.390496370,3.01120,1.1350e+02,0.009952,2.07,0.0572,87.86,1637.0,1701.16,6429.00,1.9080,1.2980
2726,9716391,CONFIRMED,13.182932900,3.59400,5.1800e+02,0.020402,1.84,0.1066,89.97,661.0,45.19,5382.00,0.8270,0.9280
2727,6929841,CONFIRMED,3.515754920,1.38100,2.3740e+02,0.013745,1.35,0.0426,89.82,1033.0,269.57,5094.00,0.9010,0.8330
2728,5088536,CONFIRMED,87.517778700,2.55000,1.3650e+02,0.014911,1.85,0.3794,89.16,451.0,9.76,5903.00,1.1370,0.9500
2729,5124254,FALSE POSITIVE,14.049818200,2.90700,4.7200e+02,0.020326,1.45,0.0984,88.96,480.0,12.56,4228.00,0.6520,0.6420
2730,11508644,CONFIRMED,14.256327200,4.79600,2.0610e+02,0.015463,1.73,0.1187,85.33,797.0,95.22,6140.00,1.0270,1.0940
2731,12168993,CANDIDATE,4.212235790,7.89800,1.1640e+02,0.013564,1.04,0.0453,51.30,887.0,146.40,5116.00,0.7000,0.6980
2732,8895758,CONFIRMED,0.968980781,1.51700,1.1850e+02,0.009916,1.08,0.0197,89.25,1844.0,2730.51,5866.00,1.0000,1.0830
2733,10031500,FALSE POSITIVE,8.589562000,9.88500,2.4540e+02,0.154567,15.95,0.0771,48.64,891.0,148.61,5766.00,0.9450,0.8270
2734,7603200,CONFIRMED,10.312822040,2.01380,1.3760e+02,0.010729,0.59,0.0739,89.91,443.0,9.07,3846.00,0.5030,0.5050
2735,7700622,CONFIRMED,35.583496880,3.98850,9.3760e+02,0.027158,2.03,0.1916,90.00,408.0,6.54,4894.00,0.6840,0.7530
2736,8008067,CONFIRMED,15.771110670,5.05740,5.4710e+02,0.021029,2.62,0.1242,89.98,752.0,75.61,5620.00,1.1430,1.0250
2737,8008067,CONFIRMED,157.065997600,8.12890,5.5140e+02,0.021105,2.63,0.5749,90.00,350.0,3.53,5620.00,1.1430,1.0250
2738,8008067,CONFIRMED,7.305706326,1.42280,2.6490e+02,0.016939,2.11,0.0744,87.97,972.0,210.72,5620.00,1.1430,1.0250
2739,3323887,CONFIRMED,38.907875170,4.52710,6.1591e+03,0.076413,7.98,0.2273,89.38,523.0,17.66,5779.00,0.9560,1.0340
2740,7051180,CANDIDATE,1.951082219,1.69750,1.1518e+03,0.039073,10.35,0.0330,77.46,2005.0,3822.26,5302.00,2.4260,1.2580
2741,3323887,CONFIRMED,1.592959750,1.93130,2.4830e+02,0.014209,1.48,0.0270,89.38,1517.0,1251.43,5779.00,0.9560,1.0340
2742,2449074,FALSE POSITIVE,4.944021970,4.06200,3.6330e+02,0.177335,32.92,0.0594,60.24,1419.0,958.29,6013.00,1.7000,1.1410
2743,2446113,FALSE POSITIVE,6.717256480,2.52070,2.7270e+02,0.015135,2.78,0.0757,89.54,1264.0,603.71,6078.00,1.6830,1.2850
2744,2446113,CANDIDATE,23.137591900,3.35000,1.1400e+02,0.009941,1.83,0.1728,89.49,837.0,115.86,6078.00,1.6830,1.2850
2745,11137180,CONFIRMED,6.070325480,1.34100,3.1160e+02,0.016287,1.36,0.0615,89.17,789.0,91.45,5076.00,0.7630,0.8600
2746,9838804,FALSE POSITIVE,1.332569520,2.91500,1.6350e+02,0.011871,1.06,0.0230,81.73,1461.0,1076.99,5547.00,0.8200,0.9180
2747,5903749,CANDIDATE,18.976328600,2.37900,3.2980e+02,0.020761,2.24,0.1325,88.02,638.0,39.11,5300.00,0.9860,0.8610
2748,5903749,CANDIDATE,6.347247020,3.09700,1.5980e+02,0.012538,1.35,0.0639,86.10,919.0,168.14,5300.00,0.9860,0.8610
2749,5524881,FALSE POSITIVE,7.195526240,4.09500,2.1460e+02,0.013972,1.67,0.0771,86.93,1037.0,273.05,6242.00,1.0930,1.1780
2750,3756264,CONFIRMED,7.362721240,1.32870,4.2930e+02,0.019093,1.86,0.0738,89.65,901.0,155.72,5868.00,0.8940,0.9870
2751,11572193,CONFIRMED,10.676159200,4.59400,1.5100e+02,0.011449,1.79,0.1059,88.60,1049.0,285.79,6460.00,1.4340,1.3880
2752,11285870,CONFIRMED,4.484943150,2.75200,1.3490e+02,0.010746,1.23,0.0550,88.57,1199.0,488.22,6217.00,1.0510,1.1000
2753,8581240,CANDIDATE,10.768000740,3.49400,6.5100e+01,0.007669,0.92,0.0940,88.28,885.0,144.85,5874.00,1.0960,0.9540
2754,8581240,CANDIDATE,4.328483030,2.95500,3.5500e+01,0.005511,0.66,0.0512,88.00,1199.0,488.23,5874.00,1.0960,0.9540
2755,6196457,CONFIRMED,49.356790700,10.95400,1.3020e+02,0.010449,1.91,0.2754,89.53,637.0,38.86,5862.00,1.6700,1.1420
2756,8121310,CONFIRMED,22.208095490,7.33270,4.6320e+02,0.019714,3.02,0.1699,89.96,803.0,98.36,6336.00,1.4030,1.3240
2757,8156120,CONFIRMED,38.583367900,12.39100,1.3882e+03,0.040669,8.56,0.2551,85.76,761.0,79.08,6273.00,1.9270,1.4860
2758,8684730,CANDIDATE,46.151194820,6.34270,1.8173e+03,0.046727,10.02,0.2668,88.24,703.0,57.80,5877.00,1.9630,1.1870
2759,8700558,FALSE POSITIVE,4.791798930,2.92830,1.2390e+02,0.218031,26.26,0.0581,57.32,1249.0,575.43,6499.00,1.1030,1.1350
2760,8753657,CONFIRMED,2.426304127,2.66240,1.8540e+02,0.013272,1.41,0.0359,82.34,1302.0,679.12,5678.00,0.9700,1.0430
2761,8554498,CANDIDATE,4.780327581,2.02530,9.6080e+02,0.036574,7.14,0.0590,82.68,1441.0,1020.05,5937.00,1.7870,1.1970
2762,3847708,FALSE POSITIVE,3.741231778,2.46900,4.1900e+02,0.018463,1.55,0.0447,88.75,951.0,193.55,5206.00,0.7670,0.8610
2763,3849155,FALSE POSITIVE,1.168310132,1.31000,2.8330e+02,0.015302,1.43,0.0203,89.12,1577.0,1469.16,5509.00,0.8570,0.8210
2764,3858804,FALSE POSITIVE,25.952547800,21.32800,4.7840e+02,0.251377,74.69,0.1921,61.31,865.0,132.40,5211.00,2.7210,1.4010
2765,3942670,CONFIRMED,33.416055300,8.60500,2.7580e+02,0.019214,2.98,0.2102,85.15,689.0,53.18,6007.00,1.4200,1.1080
2766,3942670,CONFIRMED,12.611968500,6.37200,7.6500e+01,0.008559,1.33,0.1098,86.26,953.0,194.90,6007.00,1.4200,1.1080
2767,6949898,CANDIDATE,7.648094620,2.21600,1.9590e+02,0.012788,1.19,0.0746,89.41,840.0,117.65,5641.00,0.8500,0.9440
2768,10585738,CONFIRMED,0.636424848,0.94700,2.1790e+02,0.013529,1.31,0.0144,86.33,1846.0,2754.93,5343.00,0.8850,0.9880
2769,7186665,FALSE POSITIVE,8.559353230,4.30300,1.4880e+02,0.012080,1.21,0.0789,85.92,921.0,169.77,6115.00,0.9190,0.8920
2770,2973386,CANDIDATE,31.020917500,2.01200,8.5950e+02,0.031742,1.66,0.1522,89.20,291.0,1.70,3720.00,0.4800,0.4880
2771,6388770,FALSE POSITIVE,21.341970200,10.73000,,,,,,,105.86,,,
2772,7022573,CANDIDATE,2.118893997,0.82200,3.1140e+02,0.016174,1.41,0.0310,89.95,1230.0,541.53,5504.00,0.7960,0.8920
2773,7676423,CONFIRMED,2.460500950,1.86100,2.7680e+02,0.014909,1.03,0.0304,89.71,969.0,208.54,4811.00,0.6340,0.6200
2774,9288237,CANDIDATE,7.491337770,6.31500,3.4500e+01,0.005396,1.01,0.0762,89.92,1291.0,656.15,6177.00,1.7100,1.0510
2775,11714231,CONFIRMED,5.866012700,3.98500,1.8300e+02,0.012764,1.45,0.0648,86.80,1064.0,302.77,6020.00,1.0400,1.0510
2776,11720424,CONFIRMED,23.910705600,4.99600,2.9400e+02,0.015991,1.91,0.1696,89.33,709.0,59.76,6338.00,1.0910,1.1370
2777,7837302,FALSE POSITIVE,23.836808884,6.02854,2.9685e+04,0.279942,59.31,0.1662,87.58,919.0,168.28,6095.00,1.9400,1.0760
2778,8753657,CONFIRMED,4.623344910,3.01890,6.2000e+01,0.007238,0.77,0.0552,87.96,1050.0,287.25,5678.00,0.9700,1.0430
2779,8948424,FALSE POSITIVE,5.888835386,3.79880,1.9466e+04,5.354151,584.67,0.0640,68.22,1008.0,243.87,5780.00,1.0000,1.0000
2780,9139084,CONFIRMED,5.835994850,2.06200,5.5330e+02,0.021244,1.92,0.0606,89.66,884.0,144.50,5423.00,0.8280,0.8720
2781,9641041,FALSE POSITIVE,1.089077863,2.46760,1.3360e+02,0.011599,1.96,0.0214,70.60,2359.0,7312.11,6280.00,1.5510,1.1000
2782,9724984,FALSE POSITIVE,7.863358830,3.43030,4.6730e+02,0.037513,7.84,0.0856,79.02,1195.0,482.18,5731.00,1.9130,1.3510
2783,2452450,FALSE POSITIVE,8.097058300,5.69900,6.8070e+02,0.030415,4.83,0.0845,76.81,1203.0,495.31,6573.00,1.4550,1.2300
2784,3230578,FALSE POSITIVE,6.337614357,1.74200,1.8074e+03,0.057085,9.57,0.0709,85.19,1351.0,787.89,6581.00,1.5360,1.1850
2785,3231137,FALSE POSITIVE,3.900140077,3.77000,5.4310e+02,0.228072,23.78,0.0486,57.47,1253.0,582.32,6407.00,0.9550,1.0060
2786,3353050,CONFIRMED,5.080057900,5.20700,2.2280e+02,0.014349,3.95,0.0641,83.85,1673.0,1851.94,6049.00,2.5200,1.3590
2787,3446746,CONFIRMED,13.144967410,3.63990,3.0080e+02,0.016418,1.59,0.1038,88.51,698.0,56.15,5411.00,0.8880,0.8620
2788,5695396,CONFIRMED,16.091963690,2.89430,4.1580e+02,0.019184,2.13,0.1238,89.14,718.0,62.74,5680.00,1.0160,0.9780
2789,5217891,FALSE POSITIVE,161.239891000,24.47200,1.0754e+03,0.038628,3.48,0.5647,87.49,294.0,1.77,5514.00,0.8260,0.9260
2790,6593150,CANDIDATE,5.465417400,3.20900,2.1950e+02,0.013557,1.23,0.0592,88.63,927.0,174.08,5612.00,0.8290,0.9260
2791,8051946,CONFIRMED,1.495151300,3.43000,5.2000e+01,0.009063,1.44,0.0257,42.38,1870.0,2880.38,5635.00,1.4520,1.0080
2792,5445681,CONFIRMED,20.350470400,7.22500,1.0180e+02,0.009254,1.01,0.1431,89.48,695.0,55.07,5952.00,1.0020,0.9420
2793,6523351,CANDIDATE,6.066649310,1.96200,6.5300e+01,0.008919,0.87,0.0643,85.17,915.0,165.66,5569.00,0.8920,0.9630
2794,5551672,CANDIDATE,2.184437698,1.04220,1.5468e+03,0.034479,0.94,0.0204,89.88,529.0,18.41,3421.00,0.2500,0.2360
2795,11499192,CONFIRMED,4.135929270,2.37700,1.5620e+02,0.011401,1.43,0.0516,89.27,1226.0,535.42,5886.00,1.1520,1.0720
2796,12416661,CONFIRMED,8.053379120,5.38200,3.8300e+01,0.005669,1.28,0.0894,89.82,1320.0,717.70,6231.00,2.0620,1.4660
2797,8197793,CANDIDATE,15.231119500,3.91000,2.6910e+02,0.014945,1.94,0.1228,89.63,800.0,96.84,5836.00,1.1860,1.0610
2798,8258171,FALSE POSITIVE,23.627222300,7.90000,1.5460e+02,0.012206,3.84,0.2096,87.53,1358.0,804.44,8308.00,2.8790,2.1970
2799,9880467,FALSE POSITIVE,8.973499990,3.14080,9.3510e+02,0.028580,36.00,0.0991,88.30,2262.0,6178.90,4751.00,11.5360,1.6060
2800,9880467,FALSE POSITIVE,108.546946000,7.56700,7.1130e+02,0.023554,29.67,0.5220,89.97,985.0,222.70,4751.00,11.5360,1.6060
2801,9881662,CONFIRMED,3.254277742,2.99030,1.5990e+02,0.011619,1.38,0.0443,87.84,1301.0,675.56,5945.00,1.0890,1.0920
2802,9881662,CONFIRMED,91.351481600,8.70700,2.1000e+02,0.013179,1.57,0.4090,89.99,428.0,7.93,5945.00,1.0890,1.0920
2803,9895004,FALSE POSITIVE,2.250826647,1.53600,5.3440e+02,0.245790,30.03,0.0328,66.16,1489.0,1161.80,5779.00,1.1190,0.9280
2804,3656121,CONFIRMED,31.158824900,5.18030,9.5900e+02,0.028250,3.56,0.1948,89.97,639.0,39.46,5951.00,1.1550,1.0150
2805,10620329,FALSE POSITIVE,0.436282594,1.39880,5.3640e+02,0.290761,83.25,0.0137,24.48,5187.0,170399.16,8491.00,2.6220,1.7910
2806,3656121,CONFIRMED,76.732455600,6.24300,6.8570e+02,0.024437,3.08,0.3553,89.69,473.0,11.86,5951.00,1.1550,1.0150
2807,3733628,CONFIRMED,13.899632330,3.57910,1.1217e+03,0.034031,2.46,0.0980,87.80,521.0,17.37,4538.00,0.6630,0.6500
2808,3831053,CONFIRMED,6.149559310,5.56940,3.3370e+02,0.016797,3.26,0.0674,87.37,1287.0,649.26,5687.00,1.7750,1.0800
2809,6357290,CANDIDATE,4.809987800,1.97000,2.8820e+02,0.015608,1.59,0.0562,89.38,1077.0,317.80,5988.00,0.9340,1.0210
2810,4072955,CANDIDATE,5.082880760,2.51500,1.0800e+02,0.009687,1.15,0.0582,88.45,1183.0,462.96,6217.00,1.0830,1.0110
2811,8695311,CANDIDATE,31.025948900,5.69200,3.8540e+02,0.018009,1.91,0.1964,89.79,595.0,29.67,6075.00,0.9690,1.0480
2812,9834731,CANDIDATE,3.089428070,3.21400,8.5300e+01,0.008903,1.07,0.0437,83.48,1361.0,808.76,6137.00,1.1030,1.1650
2813,5092266,CONFIRMED,44.870204200,4.19900,6.3610e+02,0.023536,2.56,0.2529,89.67,536.0,19.50,6122.00,0.9960,1.0700
2814,4076976,FALSE POSITIVE,4.880780500,9.40000,7.9000e+01,0.008437,0.48,0.0456,80.02,706.0,58.98,4763.00,0.5160,0.5300
2815,8751796,CONFIRMED,4.453424180,3.65400,4.6600e+01,0.006490,0.90,0.0546,85.80,1331.0,740.51,6256.00,1.2690,1.0870
2816,7097534,FALSE POSITIVE,2.213966850,4.37400,8.1600e+01,0.008276,0.84,0.0323,89.75,1418.0,952.61,5986.00,0.9300,0.9120
2817,9907129,CONFIRMED,9.705693000,7.70200,1.4080e+02,0.013675,2.07,0.0907,75.52,1001.0,237.46,5808.00,1.3850,1.0560
2818,7609674,CANDIDATE,21.236002400,4.01900,1.0440e+02,0.009391,2.62,0.1651,89.71,1048.0,285.21,6035.00,2.5590,1.3280
2819,9527334,CONFIRMED,8.313773040,2.96400,8.3740e+02,0.026357,2.74,0.0821,89.99,886.0,145.51,5900.00,0.9510,1.0650
2820,10031885,FALSE POSITIVE,8.589695970,8.47100,2.4510e+02,0.211637,20.80,0.0817,50.79,882.0,143.02,6024.00,0.9000,0.9850
2821,11361646,CONFIRMED,7.974205830,5.35030,2.9310e+02,0.015639,1.85,0.0791,89.36,974.0,212.75,5973.00,1.0810,1.0360
2822,11361646,CONFIRMED,1.888990360,3.48600,5.9000e+01,0.007007,0.83,0.0303,89.84,1574.0,1449.92,5973.00,1.0810,1.0360
2823,10285631,CONFIRMED,18.684057160,6.93290,3.8150e+02,0.020651,3.64,0.1396,85.70,832.0,113.34,5548.00,1.6140,1.0380
2824,3964109,CONFIRMED,21.416240830,7.08100,3.1450e+02,0.016250,2.09,0.1553,89.80,748.0,74.20,6156.00,1.1800,1.0850
2825,4159347,FALSE POSITIVE,12.283512750,3.63400,5.9780e+02,0.248150,74.76,0.1136,79.08,1342.0,765.56,6171.00,2.7590,1.2910
2826,3544595,CONFIRMED,4.726740370,2.92670,2.7310e+02,0.015943,1.56,0.0525,86.08,1028.0,264.08,5648.00,0.8940,0.8660
2827,4165960,FALSE POSITIVE,6.774495450,2.54160,4.8190e+02,0.200695,29.41,0.0747,76.03,1219.0,521.03,6517.00,1.3420,1.2120
2828,4252322,CANDIDATE,14.591504451,1.12950,1.4905e+03,0.257211,36.85,0.1167,87.93,879.0,140.82,5940.00,1.3120,0.9930
2829,4376644,FALSE POSITIVE,27.677680103,2.17040,1.1545e+04,0.136199,14.41,0.1820,89.15,618.0,34.55,6075.00,0.9690,1.0480
2830,9301506,FALSE POSITIVE,0.605223042,0.89860,2.3230e+02,0.013804,1.14,0.0128,88.80,1728.0,2099.47,5089.00,0.7570,0.7570
2831,5695396,CONFIRMED,25.517274400,4.73500,6.6800e+01,0.007472,0.83,0.1684,89.53,615.0,33.91,5680.00,1.0160,0.9780
2832,9714550,CONFIRMED,4.732920610,1.74600,1.5160e+02,0.011209,0.97,0.0529,89.67,957.0,198.57,5595.00,0.7960,0.8900
2833,6263593,CONFIRMED,22.476595200,3.43700,4.8140e+02,0.019619,1.21,0.1310,89.80,419.0,7.27,4563.00,0.5670,0.5920
2834,5475042,CANDIDATE,1.242639742,1.76300,1.5930e+02,0.011446,1.02,0.0219,88.39,1487.0,1159.26,5520.00,0.8180,0.9170
2835,6964159,FALSE POSITIVE,25.503628000,3.91300,2.0440e+02,0.016771,1.61,0.1681,86.92,586.0,27.85,5815.00,0.8770,0.9730
2836,10252275,CONFIRMED,14.863849600,2.70500,2.2060e+02,0.033152,2.90,0.1076,84.23,620.0,35.04,5159.00,0.8000,0.7520
2837,10252275,CONFIRMED,5.652457330,2.06200,1.2100e+02,0.012065,1.05,0.0565,85.00,856.0,127.10,5159.00,0.8000,0.7520
2838,11455181,CONFIRMED,10.929481500,5.89300,1.9690e+02,0.012816,1.21,0.0951,89.20,770.0,83.14,5792.00,0.8640,0.9590
2839,9541295,CANDIDATE,0.536650319,2.38300,4.1900e+01,0.006191,1.35,0.0138,67.32,3195.0,24688.55,6020.00,2.0000,1.2200
2840,10290666,CONFIRMED,5.458499140,4.04480,2.5590e+02,0.015387,1.91,0.0640,85.39,1099.0,344.32,5914.00,1.1350,1.1720
2841,10337258,CONFIRMED,13.285364520,6.28300,3.7760e+02,0.019435,4.03,0.1179,85.87,1157.0,423.65,6534.00,1.9000,1.2380
2842,10383687,FALSE POSITIVE,8.487944400,3.22400,1.1930e+02,0.010853,1.23,0.0809,86.83,969.0,208.99,6134.00,1.0390,0.9800
2843,10470206,FALSE POSITIVE,46.566754370,7.83100,8.0110e+02,0.029707,5.25,0.2763,88.01,708.0,59.34,6629.00,1.6190,1.3020
2844,10518725,FALSE POSITIVE,19.514841200,3.09600,1.0270e+02,0.010027,2.80,0.1695,88.71,1200.0,489.75,7004.00,2.5560,1.7000
2845,12314973,CONFIRMED,15.413081200,6.63580,2.6430e+02,0.015072,2.59,0.1324,88.73,944.0,187.39,6206.00,1.5730,1.3050
2846,5450893,CONFIRMED,4.820510880,3.58800,4.0900e+01,0.007090,1.08,0.0563,77.54,1328.0,735.25,6046.00,1.3960,1.0240
2847,4770174,CANDIDATE,6.095956810,5.50200,6.5700e+01,0.007881,1.26,0.0718,83.77,1259.0,593.42,6313.00,1.4670,1.3250
2848,8949925,CANDIDATE,13.251121400,4.99600,2.6650e+02,0.014901,1.98,0.1122,89.34,850.0,123.32,5850.00,1.2170,1.0720
2849,5091016,FALSE POSITIVE,5.765567180,3.13800,2.1330e+02,0.014194,1.66,0.0643,86.34,1120.0,371.86,6218.00,1.0720,1.0570
2850,9959492,CANDIDATE,11.682369000,2.71000,2.3450e+02,0.014968,1.45,0.0998,88.24,802.0,97.62,6089.00,0.8890,0.9710
2851,8827575,CANDIDATE,10.129562010,3.04400,8.1300e+01,0.008451,0.78,0.0876,88.56,736.0,69.43,5383.00,0.8420,0.8740
2852,8827575,CONFIRMED,15.611223800,3.87300,1.1350e+02,0.009854,0.91,0.1169,89.03,637.0,38.99,5383.00,0.8420,0.8740
2853,2716801,CONFIRMED,42.521700600,5.72300,6.8560e+02,0.024534,2.45,0.2391,89.44,510.0,15.97,5911.00,0.9140,1.0060
2854,7281454,FALSE POSITIVE,0.566805887,5.23170,1.7000e+00,0.001289,0.08,0.0111,42.38,1554.0,1368.32,5000.00,0.5490,0.5610
